,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.5,0.3520958083832335,0.5476425330439929,0.3307367309215738,0.6692632690784261
1,Boston Celtics,0.6951219512195121,0.3765750286368843,0.5665610142630745,0.47980214344600164,0.5201978565539983
2,Brooklyn Nets,0.5487804878048781,0.3782028148682786,0.5588305205609698,0.39710518773287473,0.6028948122671253
3,Charlotte Hornets,0.32926829268292684,0.33008617459722744,0.5278246205733558,0.3600431674086065,0.6399568325913935
4,Chicago Bulls,0.4878048780487805,0.360794254330376,0.5546430827542641,0.3326306913996627,0.6673693086003373
5,Cleveland Cavaliers,0.6219512195121951,0.36693704132869837,0.5592718998862344,0.3707044673539519,0.6292955326460481
6,Dallas Mavericks,0.4634146341463415,0.37061273051754906,0.574288130814773,0.48661166594297295,0.5133883340570271
7,Denver Nuggets,0.6463414634146342,0.3786635404454865,0.5751821594170898,0.36103273137697517,0.6389672686230248
8,Detroit Pistons,0.2073170731707317,0.3512598721323806,0.5155099308190136,0.3724089635854342,0.6275910364145658
9,Golden State Warriors,0.5365853658536586,0.3850282485875706,0.564495198546587,0.47883132693088054,0.5211686730691194
10,Houston Rockets,0.2682926829268293,0.32684230622374955,0.529777206512425,0.35940716344174556,0.6405928365582544
11,Indiana Pacers,0.4268292682926829,0.366996699669967,0.5404403244495944,0.41252552756977534,0.5874744724302247
12,LA Clippers,0.5365853658536586,0.380760790051207,0.5383726306056403,0.38725212464589237,0.6127478753541077
13,Los Angeles Lakers,0.524390243902439,0.34597341673182175,0.5550632911392405,0.35050698821594956,0.6494930117840504
14,Memphis Grizzlies,0.6219512195121951,0.35090844317776987,0.5480607082630692,0.37173884253741224,0.6282611574625877
15,Miami Heat,0.5365853658536586,0.3436185133239832,0.5399855037448659,0.40795308253468743,0.5920469174653126
16,Milwaukee Bucks,0.7073170731707317,0.368118572292801,0.5571254567600488,0.44609364458237755,0.5539063554176225
17,Minnesota Timberwolves,0.5121951219512195,0.36506774075430243,0.5676284941388638,0.3810520440909725,0.6189479559090275
18,New Orleans Pelicans,0.5121951219512195,0.3642625607779579,0.5407470288624788,0.34373259052924793,0.6562674094707521
19,New York Knicks,0.573170731707317,0.3539249146757679,0.547294224647567,0.3998362445414847,0.6001637554585153
20,Oklahoma City Thunder,0.4878048780487805,0.3557382910260994,0.5295222199040267,0.36851119894598156,0.6314888010540185
21,Orlando Magic,0.4146341463414634,0.3461387691101529,0.5394649568870219,0.36061634153237204,0.6393836584676279
22,Philadelphia 76ers,0.6585365853658537,0.38691588785046727,0.5511323003575685,0.3893740902474527,0.6106259097525473
23,Phoenix Suns,0.5487804878048781,0.3743455497382199,0.5201527365294867,0.3619382782891175,0.6380617217108825
24,Portland Trail Blazers,0.4024390243902439,0.3650190114068441,0.5503894839337877,0.4132266819025853,0.5867733180974146
25,Sacramento Kings,0.5853658536585366,0.3686274509803922,0.5860498561840843,0.4231194690265487,0.5768805309734514
26,San Antonio Spurs,0.2682926829268293,0.3450757575757576,0.5293761356753482,0.34768866060845516,0.6523113393915448
27,Toronto Raptors,0.5,0.3351104341203351,0.5251902118034135,0.35064761650420617,0.6493523834957938
28,Utah Jazz,0.45121951219512196,0.35301710229106165,0.560478199718706,0.4207739307535642,0.5792260692464358
29,Washington Wizards,0.4268292682926829,0.3556324490580546,0.5592134334953601,0.36495018942051355,0.6350498105794865
