,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.43902439024390244,0.36384217335058217,0.5351736420302761,0.40770042194092826,0.5922995780590717
1,Boston Celtics,0.7804878048780488,0.3879954049396898,0.5748594787940725,0.4707950243374797,0.5292049756625202
2,Brooklyn Nets,0.3902439024390244,0.3617940199335548,0.5224575285082615,0.4119337621458875,0.5880662378541125
3,Charlotte Hornets,0.25609756097560976,0.3547345767575323,0.5275028768699654,0.3908593859526146,0.6091406140473854
4,Chicago Bulls,0.47560975609756095,0.3577946768060836,0.532384795073264,0.35835944951628285,0.6416405504837172
5,Cleveland Cavaliers,0.5853658536585366,0.3673740053050398,0.5608811425804889,0.42199524275919964,0.5780047572408004
6,Dallas Mavericks,0.6097560975609756,0.36921653300431834,0.5688564476885645,0.44096844396082696,0.559031556039173
7,Denver Nuggets,0.6951219512195121,0.37421875,0.5619834710743802,0.3516966616293447,0.6483033383706553
8,Detroit Pistons,0.17073170731707318,0.3481936971560338,0.5280535174794994,0.35959093421779986,0.6404090657822001
9,Golden State Warriors,0.5609756097560976,0.3795048574114698,0.5483348751156337,0.42461743180306055,0.5753825681969394
10,Houston Rockets,0.5,0.351889338731444,0.5299221357063404,0.39737230191714706,0.6026276980828529
11,Indiana Pacers,0.573170731707317,0.3742649602213767,0.5889974511469839,0.38044479536781156,0.6195552046321885
12,LA Clippers,0.6219512195121951,0.38102243471864655,0.5552517657780816,0.3825267304445695,0.6174732695554305
13,Los Angeles Lakers,0.573170731707317,0.37674961119751166,0.5669923995656895,0.3583670057126933,0.6416329942873067
14,Memphis Grizzlies,0.32926829268292684,0.3458185340652244,0.5019361084220716,0.42841333517775626,0.5715866648222437
15,Miami Heat,0.5609756097560976,0.369620253164557,0.5271317829457365,0.39376246083736827,0.6062375391626317
16,Milwaukee Bucks,0.5975609756097561,0.3725176169122357,0.5742263056092843,0.4301460457426288,0.5698539542573712
17,Minnesota Timberwolves,0.6829268292682927,0.3867959716523685,0.546470999301188,0.3844278749641526,0.6155721250358475
18,New Orleans Pelicans,0.5975609756097561,0.38271604938271603,0.5478628673196795,0.37306350314026515,0.6269364968597348
19,New York Knicks,0.6097560975609756,0.3688692098092643,0.5309040590405905,0.40374037403740376,0.5962596259625963
20,Oklahoma City Thunder,0.6951219512195121,0.38859180035650626,0.5671608763000664,0.3829874385581649,0.617012561441835
21,Orlando Magic,0.573170731707317,0.3516355140186916,0.5493630573248408,0.3687535898908673,0.6312464101091326
22,Philadelphia 76ers,0.573170731707317,0.36297109403585803,0.5245759025663332,0.37280043650252354,0.6271995634974765
23,Phoenix Suns,0.5975609756097561,0.38187944590041184,0.5605646630236795,0.3781679173155883,0.6218320826844117
24,Portland Trail Blazers,0.25609756097560976,0.3448402497245685,0.49384847830779194,0.3701740076128331,0.629825992387167
25,Sacramento Kings,0.5609756097560976,0.36595215905560735,0.5606704438149197,0.4317907444668008,0.5682092555331992
26,San Antonio Spurs,0.2682926829268293,0.3473013744552464,0.5394116326072311,0.4011565357719204,0.5988434642280797
27,Toronto Raptors,0.3048780487804878,0.3473451327433628,0.5434969853574505,0.36867862969004894,0.6313213703099511
28,Utah Jazz,0.3780487804878049,0.35415970598062146,0.5443124714481499,0.4060507393840727,0.5939492606159272
29,Washington Wizards,0.18292682926829268,0.3481989708404803,0.5478374836173001,0.3890297611103697,0.6109702388896303
