,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.7317073170731707,0.38011152416356875,0.506487794149989,0.32124197641439023,0.6787580235856098
1,Boston Celtics,0.4878048780487805,0.32657100445324094,0.4880539499036609,0.2802662598807378,0.7197337401192623
2,Brooklyn Nets,0.4634146341463415,0.3312921004286589,0.48888029394701216,0.2400058788947678,0.7599941211052322
3,Charlotte Hornets,0.4024390243902439,0.31800766283524906,0.45005590756615726,0.22590882862088862,0.7740911713791113
4,Chicago Bulls,0.6097560975609756,0.35342465753424657,0.47385358004827033,0.2685008091805208,0.7314991908194792
5,Cleveland Cavaliers,0.6463414634146342,0.36662228140257436,0.5044583147570219,0.33432259979225404,0.6656774002077459
6,Dallas Mavericks,0.6097560975609756,0.3515850144092219,0.5092854259184497,0.29590676520750425,0.7040932347924957
7,Denver Nuggets,0.36585365853658536,0.3248031496062992,0.4758095981271947,0.2838781782620844,0.7161218217379156
8,Detroit Pistons,0.3902439024390244,0.3441018110621635,0.46806806806806805,0.29028132992327366,0.7097186700767263
9,Golden State Warriors,0.8170731707317073,0.39828597203428057,0.5136178861788618,0.31063472047078605,0.689365279529214
10,Houston Rockets,0.6829268292682927,0.34813432835820896,0.5055394990366089,0.39227166276346603,0.607728337236534
11,Indiana Pacers,0.4634146341463415,0.35172413793103446,0.46931549960660895,0.25498241500586166,0.7450175849941383
12,Los Angeles Clippers,0.6829268292682927,0.37556766575840145,0.5187986171132238,0.32240117130307466,0.6775988286969253
13,Los Angeles Lakers,0.25609756097560976,0.34411384217335056,0.4607234198027037,0.22022792022792023,0.7797720797720797
14,Memphis Grizzlies,0.6707317073170732,0.3394863563402889,0.4846837049120899,0.18423776430578145,0.8157622356942186
15,Miami Heat,0.45121951219512196,0.3351416515973478,0.49860843502462,0.262085308056872,0.737914691943128
16,Milwaukee Bucks,0.5,0.36333333333333334,0.4860206817311375,0.22314787265694733,0.7768521273430526
17,Minnesota Timberwolves,0.1951219512195122,0.33197056418642684,0.4609612292299446,0.17932551319648093,0.8206744868035191
18,New Orleans Pelicans,0.5487804878048781,0.37018319646241316,0.4838833461243285,0.2329654157468727,0.7670345842531273
19,New York Knicks,0.2073170731707317,0.3469640644361834,0.45422535211267606,0.23996431757359502,0.760035682426405
20,Oklahoma City Thunder,0.5487804878048781,0.33905579399141633,0.4856327307326356,0.261834527321253,0.738165472678747
21,Orlando Magic,0.3048780487804878,0.34668335419274093,0.4855602618405853,0.23527679623085984,0.7647232037691402
22,Philadelphia 76ers,0.21951219512195122,0.32037037037037036,0.4489928525016244,0.3187250996015936,0.6812749003984063
23,Phoenix Suns,0.47560975609756095,0.3408203125,0.4969939879759519,0.29099175902244956,0.7090082409775504
24,Portland Trail Blazers,0.6219512195121951,0.3617212012550426,0.49149024491490245,0.3164987941551993,0.6835012058448007
25,Sacramento Kings,0.35365853658536583,0.3414814814814815,0.4839567116005316,0.20401994861719813,0.7959800513828019
26,San Antonio Spurs,0.6707317073170732,0.36654033567948024,0.5054923107649291,0.26947767726874816,0.7305223227312518
27,Toronto Raptors,0.5975609756097561,0.3524271844660194,0.49947578108618157,0.3016547078635232,0.6983452921364768
28,Utah Jazz,0.4634146341463415,0.3425042111173498,0.4860963701974103,0.27433764633394947,0.7256623536660505
29,Washington Wizards,0.5609756097560976,0.3598841419261405,0.48844518395267145,0.20338733431516937,0.7966126656848306
