,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.36585365853658536,0.3285163776493256,0.4668166479190101,0.16290018832391714,0.8370998116760828
1,Boston Celtics,0.2926829268292683,0.36710833982852686,0.4616128408431638,0.1987914471645491,0.8012085528354509
2,Charlotte Bobcats,0.4024390243902439,0.35703125,0.466716390080179,0.19268402830046666,0.8073159716995334
3,Chicago Bulls,0.5975609756097561,0.3880355699272433,0.4729082196830077,0.18565210865976287,0.8143478913402371
4,Cleveland Cavaliers,0.6097560975609756,0.35185185185185186,0.4727826417967263,0.21087413637729047,0.7891258636227095
5,Dallas Mavericks,0.8170731707317073,0.38105413105413105,0.4912663755458515,0.21794473765911207,0.782055262340888
6,Denver Nuggets,0.5487804878048781,0.33611111111111114,0.4995340167753961,0.21160911094783247,0.7883908890521675
7,Detroit Pistons,0.6463414634146342,0.34406130268199236,0.4813670592778529,0.2012646514497224,0.7987353485502776
8,Golden State Warriors,0.5121951219512195,0.3560528992878942,0.503935458480913,0.27894438138479,0.72105561861521
9,Houston Rockets,0.6341463414634146,0.3724247226624406,0.4748651564185545,0.2899816176470588,0.7100183823529411
10,Indiana Pacers,0.4268292682926829,0.3462922966162707,0.4622969837587007,0.211705532693187,0.788294467306813
11,Los Angeles Clippers,0.4878048780487805,0.3477297895902547,0.47386888273314864,0.1429249762583096,0.8570750237416904
12,Los Angeles Lakers,0.5121951219512195,0.35266821345707655,0.5050607287449392,0.258703481392557,0.741296518607443
13,Memphis Grizzlies,0.2682926829268293,0.3671071953010279,0.4911521824616595,0.21122828784119108,0.7887717121588089
14,Miami Heat,0.5365853658536586,0.34307992202729043,0.5034744156664561,0.24475190839694658,0.7552480916030534
15,Milwaukee Bucks,0.34146341463414637,0.35597826086956524,0.4954215948111408,0.21924337205838546,0.7807566279416145
16,Minnesota Timberwolves,0.3902439024390244,0.3526170798898072,0.48272676888970995,0.16748692709935403,0.8325130729006459
17,New Jersey Nets,0.5,0.36336515513126494,0.4899000637890708,0.26273710612948736,0.7372628938705126
18,New Orleans/Oklahoma City Hornets,0.47560975609756095,0.3622611464968153,0.4643779992617202,0.18819298771351514,0.8118070122864849
19,New York Knicks,0.4024390243902439,0.345985401459854,0.4871640593662254,0.21554436752674638,0.7844556324732537
20,Orlando Magic,0.4878048780487805,0.35550935550935553,0.49395475819032764,0.1579638752052545,0.8420361247947454
21,Philadelphia 76ers,0.4268292682926829,0.3450789793438639,0.4741271262309758,0.12843320848938827,0.8715667915106118
22,Phoenix Suns,0.7439024390243902,0.3994910941475827,0.5323108384458077,0.28665207877461707,0.7133479212253829
23,Portland Trail Blazers,0.3902439024390244,0.3457792207792208,0.4744186046511628,0.1927409261576971,0.8072590738423029
24,Sacramento Kings,0.4024390243902439,0.3502974223397224,0.4803745766088862,0.2316289038579302,0.7683710961420698
25,San Antonio Spurs,0.7073170731707317,0.3811659192825112,0.5043003985735264,0.24668141592920353,0.7533185840707964
26,Seattle SuperSonics,0.3780487804878049,0.36181943487250173,0.48715472281243966,0.21891973445986723,0.7810802655401328
27,Toronto Raptors,0.573170731707317,0.36270491803278687,0.492032264410781,0.2236138689476096,0.7763861310523904
28,Utah Jazz,0.6219512195121951,0.3352272727272727,0.5013850415512465,0.16318961520630507,0.836810384793695
29,Washington Wizards,0.5,0.3475836431226766,0.48194391087207067,0.23665689149560118,0.7633431085043988
