,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.34146341463414637,0.3354683746997598,0.4564393939393939,0.19130035227446776,0.8086996477255323
1,Boston Celtics,0.43902439024390244,0.3458411507191995,0.4754983388704319,0.24925954793452845,0.7507404520654716
2,Chicago Bulls,0.2804878048780488,0.34156050955414013,0.4309623430962343,0.1859914112246409,0.8140085887753591
3,Cleveland Cavaliers,0.4268292682926829,0.3142493638676845,0.4482989777107424,0.11639271434917814,0.8836072856508218
4,Dallas Mavericks,0.6341463414634146,0.3482142857142857,0.48753030827848975,0.20138312586445367,0.7986168741355464
5,Denver Nuggets,0.524390243902439,0.33604060913705586,0.4607130494980962,0.1456454236285672,0.8543545763714328
6,Detroit Pistons,0.6585365853658537,0.3440082644628099,0.4515525626636738,0.15331010452961671,0.8466898954703833
7,Golden State Warriors,0.45121951219512196,0.3343725643024162,0.4678653404743688,0.1970511442174781,0.8029488557825218
8,Houston Rockets,0.5487804878048781,0.3662873399715505,0.4641887659219044,0.22695722356739306,0.773042776432607
9,Indiana Pacers,0.7439024390243902,0.3505074160811866,0.45705217218805794,0.20262575134451122,0.7973742486554888
10,Los Angeles Clippers,0.34146341463414637,0.3212890625,0.4478847884788479,0.15564675482596138,0.8443532451740386
11,Los Angeles Lakers,0.6829268292682927,0.3273542600896861,0.4788707067074267,0.16701617735170762,0.8329838226482924
12,Memphis Grizzlies,0.6097560975609756,0.3401826484018265,0.47089650009358036,0.19738621000450654,0.8026137899954935
13,Miami Heat,0.5121951219512195,0.3574060427413412,0.4434782608695652,0.2114695340501792,0.7885304659498208
14,Milwaukee Bucks,0.5,0.3502183406113537,0.4666666666666667,0.17218045112781954,0.8278195488721805
15,Minnesota Timberwolves,0.7073170731707317,0.3634336677814939,0.47708847373986607,0.13650890275452746,0.8634910972454726
16,New Jersey Nets,0.573170731707317,0.3357079252003562,0.46408839779005523,0.17623979912115506,0.8237602008788449
17,New Orleans Hornets,0.5,0.3187274909963986,0.4537355740028346,0.2522331566994701,0.7477668433005299
18,New York Knicks,0.47560975609756095,0.36412556053811657,0.45850314931456093,0.17119606939966223,0.8288039306003377
19,Orlando Magic,0.25609756097560976,0.34375,0.4483695652173913,0.18439716312056736,0.8156028368794326
20,Philadelphia 76ers,0.4024390243902439,0.34173387096774194,0.4447608200455581,0.1584664536741214,0.8415335463258786
21,Phoenix Suns,0.35365853658536583,0.3452579034941764,0.4649844578533553,0.18018288112726727,0.8198171188727327
22,Portland Trail Blazers,0.5,0.3457350272232305,0.46915191053122085,0.17040358744394618,0.8295964125560538
23,Sacramento Kings,0.6707317073170732,0.40120160213618156,0.4799539612507194,0.2232156161525853,0.7767843838474147
24,San Antonio Spurs,0.6951219512195121,0.35789473684210527,0.45976577257272383,0.1771837115324837,0.8228162884675163
25,Seattle SuperSonics,0.45121951219512196,0.3734504132231405,0.4761495487752471,0.29377845220030346,0.7062215477996965
26,Toronto Raptors,0.4024390243902439,0.3562596599690881,0.43391373169766523,0.20384373030875866,0.7961562696912413
27,Utah Jazz,0.5121951219512195,0.32061068702290074,0.45265503156331227,0.127349319507453,0.872650680492547
28,Washington Wizards,0.3048780487804878,0.3417322834645669,0.43975789672782295,0.1936861369528748,0.8063138630471252
