,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.4634146341463415,0.3629489603024575,0.5015310586176728,0.31638755980861244,0.6836124401913876
1,Boston Celtics,0.3048780487804878,0.3325621746674378,0.46973224679860304,0.2511986052593346,0.7488013947406654
2,Brooklyn Nets,0.5365853658536586,0.3688865764828304,0.49720295368091294,0.3007354091691441,0.6992645908308559
3,Charlotte Bobcats,0.524390243902439,0.35078178110129166,0.4677695379349686,0.2185735512630015,0.7814264487369985
4,Chicago Bulls,0.5853658536585366,0.34818368745716244,0.45623290347792106,0.2218336627641782,0.7781663372358218
5,Cleveland Cavaliers,0.4024390243902439,0.35609756097560974,0.4613358419567262,0.2358015815959741,0.7641984184040259
6,Dallas Mavericks,0.5975609756097561,0.38412360149174213,0.5075286087131098,0.273694954797317,0.726305045202683
7,Denver Nuggets,0.43902439024390244,0.35834609494640124,0.48101514853433014,0.27818801476853167,0.7218119852314683
8,Detroit Pistons,0.35365853658536583,0.3208860759493671,0.4825036075036075,0.22178551375631667,0.7782144862436833
9,Golden State Warriors,0.6219512195121951,0.3799705449189985,0.49557165861513686,0.2907922912205567,0.7092077087794433
10,Houston Rockets,0.6585365853658537,0.3575034419458467,0.5287070524412296,0.3300015144631228,0.6699984855368771
11,Indiana Pacers,0.6829268292682927,0.35667963683527887,0.4768435698668257,0.2345960748516659,0.7654039251483341
12,Los Angeles Clippers,0.6951219512195121,0.35249237029501523,0.5245046923879041,0.29078538677710397,0.709214613222896
13,Los Angeles Lakers,0.32926829268292684,0.3809055118110236,0.47797089733225545,0.29111747851002867,0.7088825214899713
14,Memphis Grizzlies,0.6097560975609756,0.35309503051438534,0.48726685796269725,0.17060835936337945,0.8293916406366205
15,Miami Heat,0.6585365853658537,0.3635866593767086,0.5575061895115913,0.29161352040816324,0.7083864795918368
16,Milwaukee Bucks,0.18292682926829268,0.3528654217643271,0.4637345679012346,0.23051803473356094,0.7694819652664391
17,Minnesota Timberwolves,0.4878048780487805,0.3414911781445646,0.4778516057585825,0.2448780487804878,0.7551219512195122
18,New Orleans Pelicans,0.4146341463414634,0.37298541826554105,0.47911322828875047,0.1927229699748558,0.8072770300251442
19,New York Knicks,0.45121951219512196,0.37242394504416093,0.4824505424377792,0.3024187564920611,0.6975812435079388
20,Oklahoma City Thunder,0.7195121951219512,0.3610657966286025,0.5118349180659518,0.27115895016219405,0.728841049837806
21,Orlando Magic,0.2804878048780488,0.35275689223057644,0.47397841171935234,0.23525943396226415,0.7647405660377359
22,Philadelphia 76ers,0.23170731707317074,0.3123984840281538,0.47727701301150294,0.2583216783216783,0.7416783216783217
23,Phoenix Suns,0.5853658536585366,0.3722627737226277,0.5025052192066806,0.3002191380569759,0.6997808619430241
24,Portland Trail Blazers,0.6585365853658537,0.3718010622887494,0.4813351767726644,0.2902999719652369,0.7097000280347631
25,Sacramento Kings,0.34146341463414637,0.3328813559322034,0.47911547911547914,0.2180017735737511,0.7819982264262489
26,San Antonio Spurs,0.7560975609756098,0.3972680705748435,0.5166109691370159,0.25672121566335476,0.7432787843366452
27,Toronto Raptors,0.5853658536585366,0.37193531559728743,0.474692772339096,0.28535278356653765,0.7146472164334623
28,Utah Jazz,0.3048780487804878,0.3443246670894103,0.47448275862068967,0.23707155742633795,0.7629284425736621
29,Washington Wizards,0.5365853658536586,0.3796948356807512,0.48504601226993865,0.24624277456647398,0.753757225433526
