,TEAM_NAME,WinRate,3P%,2P%,3P_ratio,2P_ratio
0,Atlanta Hawks,0.35365853658536583,0.35168094924192483,0.5178173719376392,0.40324295587453485,0.5967570441254652
1,Boston Celtics,0.5975609756097561,0.3647932131495228,0.5265563778841967,0.38111275764515695,0.618887242354843
2,Brooklyn Nets,0.5121951219512195,0.35311973018549747,0.5130890052356021,0.40296276162000544,0.5970372383799946
3,Charlotte Hornets,0.47560975609756095,0.3510600071864894,0.5066608429788163,0.37802227655528386,0.6219777234447161
4,Chicago Bulls,0.2682926829268293,0.3509185115402732,0.49606454151908697,0.29465648854961835,0.7053435114503817
5,Cleveland Cavaliers,0.23170731707317074,0.3546901172529313,0.4883236030025021,0.33240534521158127,0.6675946547884187
6,Dallas Mavericks,0.4024390243902439,0.34043970686209196,0.5242718446601942,0.42151081156978376,0.5784891884302162
7,Denver Nuggets,0.6585365853658537,0.35122520420070014,0.5269062954498234,0.3481852654387866,0.6518147345612134
8,Detroit Pistons,0.5,0.3479327259985985,0.5,0.39430781983973473,0.6056921801602653
9,Golden State Warriors,0.6951219512195121,0.38491501416430596,0.5565351553890235,0.38364352669474255,0.6163564733052574
10,Houston Rockets,0.6463414634146342,0.3555495834453104,0.5505520046484602,0.5194750802736283,0.4805249197263716
11,Indiana Pacers,0.5853658536585366,0.3743392599711677,0.5166204986149584,0.29166082690960055,0.7083391730903994
12,LA Clippers,0.5853658536585366,0.3876298394711992,0.5065217391304347,0.2950682641404291,0.7049317358595709
13,Los Angeles Lakers,0.45121951219512196,0.3333333333333333,0.5413595413595413,0.3422222222222222,0.6577777777777778
14,Memphis Grizzlies,0.4024390243902439,0.3424831081081081,0.5052677787532923,0.341998844598498,0.6580011554015021
15,Miami Heat,0.47560975609756095,0.3491346877351392,0.5094298245614035,0.36824605153782214,0.6317539484621779
16,Milwaukee Bucks,0.7317073170731707,0.35258455647734527,0.564906617477519,0.41948868959978586,0.5805113104002142
17,Minnesota Timberwolves,0.43902439024390244,0.3508697496817989,0.5044869293796332,0.3149806227448884,0.6850193772551116
18,New Orleans Pelicans,0.4024390243902439,0.34381380155165375,0.5355885803676182,0.32381330159989424,0.6761866984001058
19,New York Knicks,0.2073170731707317,0.3399421726559273,0.4794605809128631,0.33434608479491784,0.6656539152050822
20,Oklahoma City Thunder,0.5975609756097561,0.3481509152035861,0.5100417578047326,0.3473916428756813,0.6526083571243187
21,Orlando Magic,0.5121951219512195,0.35586783137105965,0.5089858793324775,0.3603394005747913,0.6396605994252087
22,Philadelphia 76ers,0.6219512195121951,0.3593371059013743,0.5291027526791343,0.34204341213880823,0.6579565878611917
23,Phoenix Suns,0.23170731707317074,0.32916666666666666,0.52455919395466,0.33500837520938026,0.6649916247906198
24,Portland Trail Blazers,0.6463414634146342,0.35873015873015873,0.5229264316282861,0.3393025447690858,0.6606974552309143
25,Sacramento Kings,0.47560975609756095,0.3775967413441955,0.5044384407564647,0.32146130679586227,0.6785386932041377
26,San Antonio Spurs,0.5853658536585366,0.3920811202317721,0.5130384392505312,0.28573399558498896,0.7142660044150111
27,Toronto Raptors,0.7073170731707317,0.36629375676651027,0.539258932509925,0.3793292265571526,0.6206707734428474
28,Utah Jazz,0.6097560975609756,0.3560415919684475,0.5406475658047986,0.39381530641061846,0.6061846935893815
29,Washington Wizards,0.3902439024390244,0.34053460270963015,0.5425257731958762,0.36970353323405986,0.6302964667659402
