,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,3P%,2P%,3P_ratio,2P_ratio,WinRate
0,1610612737,Atlanta Hawks,82,60,22,0.732,3946.0,3121,6699,0.466,818,2152,0.38,1349,1735,0.778,715,2611,3326,2111,1167.0,744,380,404,1457,1611,8409,445.0,0.38011152416356875,0.506487794149989,0.32124197641439023,0.6787580235856098,0.7317073170731707
1,1610612738,Boston Celtics,82,40,42,0.488,3976.0,3193,7211,0.443,660,2021,0.327,1266,1678,0.754,910,2685,3595,2009,1133.0,674,294,431,1738,1545,8312,13.0,0.32657100445324094,0.4880539499036609,0.2802662598807378,0.7197337401192623,0.4878048780487805
2,1610612751,Brooklyn Nets,82,38,44,0.463,3986.0,3069,6804,0.451,541,1633,0.331,1359,1817,0.748,846,2627,3473,1716,1133.0,576,340,372,1579,1641,8038,-236.0,0.3312921004286589,0.48888029394701216,0.2400058788947678,0.7599941211052322,0.4634146341463415
3,1610612766,Charlotte Hornets,82,33,49,0.402,3981.0,2913,6932,0.42,498,1566,0.318,1397,1867,0.748,820,2793,3613,1654,976.0,499,448,440,1494,1708,7721,-260.0,0.31800766283524906,0.45005590756615726,0.22590882862088862,0.7740911713791113,0.4024390243902439
4,1610612741,Chicago Bulls,82,50,32,0.61,3976.0,3001,6797,0.442,645,1825,0.353,1618,2067,0.783,959,2792,3751,1781,1145.0,514,476,443,1495,1736,8265,246.0,0.35342465753424657,0.47385358004827033,0.2685008091805208,0.7314991908194792,0.6097560975609756
5,1610612739,Cleveland Cavaliers,82,53,29,0.646,3956.0,3089,6739,0.458,826,2253,0.367,1453,1934,0.751,911,2612,3523,1814,1171.0,603,340,368,1510,1685,8457,367.0,0.36662228140257436,0.5044583147570219,0.33432259979225404,0.6656774002077459,0.6463414634146342
6,1610612742,Dallas Mavericks,82,50,32,0.61,3976.0,3255,7036,0.463,732,2082,0.352,1386,1843,0.752,858,2608,3466,1846,1062.0,663,371,314,1644,1816,8628,238.0,0.3515850144092219,0.5092854259184497,0.29590676520750425,0.7040932347924957,0.6097560975609756
7,1610612743,Denver Nuggets,82,30,52,0.366,3976.0,3099,7158,0.433,660,2032,0.325,1462,1991,0.734,1012,2653,3665,1788,1166.0,641,367,504,1882,1698,8320,-291.0,0.3248031496062992,0.4758095981271947,0.2838781782620844,0.7161218217379156,0.36585365853658536
8,1610612765,Detroit Pistons,82,32,50,0.39,3966.0,3041,7038,0.432,703,2043,0.344,1292,1838,0.703,1051,2630,3681,1771,1099.0,623,383,391,1559,1584,8077,-82.0,0.3441018110621635,0.46806806806806805,0.29028132992327366,0.7097186700767263,0.3902439024390244
9,1610612744,Golden State Warriors,82,67,15,0.817,3946.0,3410,7137,0.478,883,2217,0.398,1313,1709,0.768,853,2814,3667,2248,1185.0,762,496,293,1628,1541,9016,828.0,0.39828597203428057,0.5136178861788618,0.31063472047078605,0.689365279529214,0.8170731707317073
10,1610612745,Houston Rockets,82,56,26,0.683,3961.0,3032,6832,0.444,933,2680,0.348,1525,2133,0.715,958,2624,3582,1820,1366.0,777,407,437,1803,1730,8522,282.0,0.34813432835820896,0.5055394990366089,0.39227166276346603,0.607728337236534,0.6829268292682927
11,1610612754,Indiana Pacers,82,38,44,0.463,3971.0,2998,6824,0.439,612,1740,0.352,1373,1817,0.756,856,2822,3678,1757,1147.0,505,375,386,1742,1754,7981,23.0,0.35172413793103446,0.46931549960660895,0.25498241500586166,0.7450175849941383,0.4634146341463415
12,1610612746,Los Angeles Clippers,82,56,26,0.683,3946.0,3228,6830,0.473,827,2202,0.376,1468,2067,0.71,784,2711,3495,2031,1012.0,640,409,245,1749,1766,8751,540.0,0.37556766575840145,0.5187986171132238,0.32240117130307466,0.6775988286969253,0.6829268292682927
13,1610612747,Los Angeles Lakers,82,21,61,0.256,3986.0,3054,7020,0.435,532,1546,0.344,1433,1935,0.741,952,2647,3599,1715,1086.0,578,366,396,1741,1589,8073,-561.0,0.34411384217335056,0.4607234198027037,0.22022792022792023,0.7797720797720797,0.25609756097560976
