,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,3P%,2P%,3P_ratio,2P_ratio,WinRate
0,1610612737,Atlanta Hawks,82,47,35,0.573,3941.0,2956,6451,0.458,597,1633,0.366,1537,2085,0.737,870,2412,3282,1657,1048.0,603,376,354,1610,1681,8046,129.0,0.3655848132271892,0.4896222498962225,0.2531390482095799,0.7468609517904201,0.573170731707317
1,1610612738,Boston Celtics,82,62,20,0.756,3976.0,3075,6333,0.486,538,1355,0.397,1587,2075,0.765,869,2586,3455,1862,1280.0,621,387,389,1897,1820,8275,616.0,0.3970479704797048,0.5096424266773805,0.21395862940154745,0.7860413705984526,0.7560975609756098
2,1610612766,Charlotte Bobcats,82,35,47,0.427,3986.0,2866,6299,0.455,490,1339,0.366,1455,1965,0.74,886,2366,3252,1741,1279.0,580,397,488,1754,1714,7677,-104.0,0.3659447348767737,0.4790322580645161,0.21257342435307192,0.7874265756469281,0.4268292682926829
3,1610612741,Chicago Bulls,82,41,41,0.5,3986.0,3126,6846,0.457,493,1293,0.381,1633,2052,0.796,970,2481,3451,1732,1192.0,615,453,449,1709,1708,8378,-23.0,0.38128383604021654,0.47415811273185665,0.18886941279579317,0.8111305872042068,0.5
4,1610612739,Cleveland Cavaliers,82,66,16,0.805,3956.0,3022,6454,0.468,656,1670,0.393,1523,2012,0.757,886,2574,3460,1663,1045.0,593,435,338,1663,1664,8223,732.0,0.39281437125748503,0.4945652173913043,0.2587542609234583,0.7412457390765417,0.8048780487804879
5,1610612742,Dallas Mavericks,82,50,32,0.61,3961.0,3128,6770,0.462,571,1632,0.35,1516,1852,0.819,909,2595,3504,1779,1043.0,591,429,334,1600,1645,8343,162.0,0.34987745098039214,0.4976644608797197,0.24106351550960117,0.7589364844903989,0.6097560975609756
6,1610612743,Denver Nuggets,82,54,28,0.659,3946.0,3058,6510,0.47,548,1477,0.371,1891,2487,0.76,905,2507,3412,1820,1257.0,710,492,447,1874,1944,8555,280.0,0.3710223425863236,0.4987085237432943,0.22688172043010751,0.7731182795698924,0.6585365853658537
7,1610612765,Detroit Pistons,82,39,43,0.476,3981.0,2981,6559,0.454,377,1079,0.349,1388,1849,0.751,949,2448,3397,1689,973.0,493,377,342,1712,1612,7727,-40.0,0.3493975903614458,0.4751824817518248,0.16450678457081871,0.8354932154291813,0.47560975609756095
8,1610612744,Golden State Warriors,82,29,53,0.354,3975.9983333333334,3231,7055,0.458,550,1475,0.373,1893,2392,0.791,953,2492,3445,1711,1201.0,638,527,414,1842,1927,8905,-307.0,0.3728813559322034,0.48046594982078855,0.2090715804394047,0.7909284195605953,0.35365853658536583
9,1610612745,Houston Rockets,82,53,29,0.646,3961.0,2959,6526,0.453,621,1656,0.375,1531,1903,0.805,862,2662,3524,1662,1158.0,548,355,435,1553,1689,8070,328.0,0.375,0.48008213552361395,0.25375421391357644,0.7462457860864236,0.6463414634146342
10,1610612754,Indiana Pacers,82,36,46,0.439,3966.0,3220,7080,0.455,652,1725,0.378,1525,1890,0.807,924,2661,3585,1775,1189.0,573,434,444,1895,1692,8617,-91.0,0.3779710144927536,0.47955182072829133,0.24364406779661016,0.7563559322033898,0.43902439024390244
11,1610612746,Los Angeles Clippers,82,19,63,0.232,3976.0,2955,6696,0.441,535,1513,0.354,1354,1839,0.736,890,2377,3267,1723,1221.0,572,482,414,1650,1609,7799,-719.0,0.3536021150033047,0.4669110553733359,0.2259557945041816,0.7740442054958184,0.23170731707317074
12,1610612747,Los Angeles Lakers,82,65,17,0.793,3956.0,3307,6981,0.474,547,1516,0.361,1607,2087,0.77,1015,2587,3602,1908,1103.0,718,420,392,1698,1816,8768,628.0,0.3608179419525066,0.505032021957914,0.21716086520555794,0.782839134794442,0.7926829268292683
13,1610612763,Memphis Grizzlies,82,24,58,0.293,3961.0,2865,6311,0.454,398,1106,0.36,1570,2077,0.756,847,2337,3184,1423,1252.0,615,385,443,1777,1786,7698,-448.0,0.35985533453887886,0.4739673390970221,0.1752495642528918,0.8247504357471083,0.2926829268292683
14,1610612748,Miami Heat,82,43,39,0.524,3991.0,3034,6646,0.457,582,1631,0.357,1411,1871,0.754,828,2411,3239,1671,1026.0,651,451,335,1696,1632,8061,21.0,0.35683629675045986,0.4889332003988036,0.24541077339753234,0.7545892266024676,0.524390243902439
15,1610612749,Milwaukee Bucks,82,34,48,0.415,3956.0,3009,6755,0.445,511,1408,0.363,1613,2067,0.78,973,2367,3340,1802,1154.0,609,308,376,1986,1842,8142,-89.0,0.36292613636363635,0.4671778567420984,0.2084381939304219,0.791561806069578,0.4146341463414634
16,1610612750,Minnesota Timberwolves,82,24,58,0.293,3961.0,2986,6766,0.441,543,1539,0.353,1504,1957,0.769,975,2442,3417,1674,1165.0,512,322,484,1785,1642,8019,-403.0,0.35282651072124754,0.46738090682992156,0.227460833579663,0.7725391664203369,0.2926829268292683
17,1610612751,New Jersey Nets,82,34,48,0.415,3966.0,2925,6536,0.448,652,1735,0.376,1542,1980,0.779,850,2415,3265,1636,1075.0,559,391,393,1838,1680,8044,-200.0,0.37579250720461094,0.4734430327015205,0.265452876376989,0.734547123623011,0.4146341463414634
