,TEAM_ID,TEAM_NAME,MIN,FGA,FG_PCT,FG3A,FTA,FT_PCT,OREB,DREB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,3P%,2P%,3P_ratio,2P_ratio,WinRate
0,1610612737,Atlanta Hawks,3971.0,6552,0.454,1078,2227,0.772,1008,2454,1804,1223.0,600,448,421,1673,1793,8054,-149.0,0.3562152133580705,0.47332846181951044,0.16452991452991453,0.8354700854700855,0.45121951219512196
1,1610612738,Boston Celtics,3951.0,6286,0.475,1564,2176,0.771,830,2615,1833,1246.0,696,379,389,1864,1818,8245,841.0,0.38107416879795397,0.5061414654807285,0.24880687241489025,0.7511931275851098,0.8048780487804879
2,1610612766,Charlotte Bobcats,3976.0,6554,0.452,1443,2115,0.714,892,2440,1748,1204.0,614,402,476,1777,1721,7959,-359.0,0.3665973665973666,0.47564077479945216,0.22017088800732376,0.7798291119926762,0.3902439024390244
3,1610612741,Chicago Bulls,3961.0,6861,0.435,1305,2029,0.756,1050,2478,1811,1197.0,635,429,465,1784,1746,7981,-253.0,0.3632183908045977,0.4523038156947444,0.19020550940096195,0.8097944905990381,0.4024390243902439
4,1610612739,Cleveland Cavaliers,3971.0,6697,0.439,1544,2061,0.717,1092,2563,1640,1145.0,579,427,388,1712,1666,7903,-29.0,0.35751295336787564,0.4628371822239472,0.2305509929819322,0.7694490070180678,0.5487804878048781
5,1610612742,Dallas Mavericks,3946.0,6515,0.464,1403,2075,0.814,883,2643,1720,1037.0,490,402,357,1786,1739,8234,372.0,0.35210263720598717,0.4951095461658842,0.21534919416730622,0.7846508058326938,0.6219512195121951
6,1610612743,Denver Nuggets,3971.0,7038,0.47,1605,2519,0.751,918,2698,2024,1203.0,752,551,393,1731,1950,9074,304.0,0.3545171339563863,0.5039572979937419,0.2280477408354646,0.7719522591645354,0.6097560975609756
7,1610612765,Detroit Pistons,3946.0,6551,0.458,1330,1965,0.767,974,2423,1831,956.0,583,472,319,1688,1618,7992,606.0,0.3661654135338346,0.48113388239800803,0.20302243932224087,0.7969775606777592,0.7195121951219512
8,1610612744,Golden State Warriors,3956.0,7406,0.459,2185,2044,0.752,1045,2496,1833,1082.0,744,377,413,1875,1736,9105,181.0,0.3482837528604119,0.5060333269488604,0.2950310559006211,0.7049689440993789,0.5853658536585366
9,1610612745,Houston Rockets,3946.0,6698,0.448,1707,1848,0.726,1002,2659,1757,1125.0,598,420,379,1609,1615,7931,384.0,0.341534856473345,0.484872770987778,0.2548521946849806,0.7451478053150195,0.6707317073170732
