,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,3P%,2P%,3P_ratio,2P_ratio,WinRate
0,1610612737,Atlanta Hawks,82,44,38,0.537,3946.0,2971,6429,0.462,502,1427,0.352,1346,1728,0.779,762,2460,3222,1802,1118.0,497,341,348,1554,1517,7790,-67.0,0.35178696566222845,0.4936025589764094,0.2219629802457614,0.7780370197542386,0.5365853658536586
1,1610612738,Boston Celtics,82,56,26,0.683,3956.0,3023,6219,0.486,408,1119,0.365,1459,1895,0.77,639,2542,3181,1921,1195.0,676,344,364,1678,1659,7913,440.0,0.3646112600536193,0.5127450980392156,0.1799324650265316,0.8200675349734684,0.6829268292682927
2,1610612766,Charlotte Bobcats,82,34,48,0.415,3961.0,2873,6365,0.451,393,1203,0.327,1511,1999,0.756,848,2444,3292,1728,1192.0,524,433,496,1637,1730,7650,-328.0,0.3266832917705736,0.4804339403332042,0.18900235663786333,0.8109976433621366,0.4146341463414634
3,1610612741,Chicago Bulls,82,62,20,0.756,3966.0,3042,6587,0.462,511,1415,0.361,1492,2008,0.743,967,2654,3621,1827,1161.0,592,468,477,1639,1645,8087,600.0,0.36113074204947,0.48936581593194123,0.21481706391376953,0.7851829360862305,0.7560975609756098
4,1610612739,Cleveland Cavaliers,82,19,63,0.232,3951.0,2886,6647,0.434,509,1489,0.342,1546,2075,0.745,856,2449,3305,1720,1166.0,544,341,489,1648,1747,7827,-739.0,0.34184016118200133,0.460837533927879,0.22401083195426508,0.7759891680457349,0.23170731707317074
5,1610612742,Dallas Mavericks,82,57,25,0.695,3941.0,3069,6463,0.475,645,1768,0.365,1437,1850,0.777,780,2618,3398,1954,1145.0,557,352,303,1575,1650,8220,347.0,0.36481900452488686,0.51629392971246,0.2735571715921399,0.7264428284078601,0.6951219512195121
6,1610612743,Denver Nuggets,82,50,32,0.61,3941.0,3145,6613,0.476,662,1704,0.388,1859,2429,0.765,791,2652,3443,1813,1157.0,605,352,488,1719,1864,8811,390.0,0.3884976525821596,0.5058056630678346,0.25767427793739606,0.7423257220626039,0.6097560975609756
7,1610612765,Detroit Pistons,82,30,52,0.366,3976.0,3056,6647,0.46,472,1256,0.376,1367,1854,0.737,931,2236,3167,1730,1067.0,595,328,381,1629,1545,7951,-295.0,0.37579617834394907,0.479317380819885,0.18895742440198585,0.8110425755980142,0.36585365853658536
8,1610612744,Golden State Warriors,82,36,46,0.439,3966.0,3251,7047,0.461,685,1749,0.392,1290,1695,0.761,955,2370,3325,1847,1198.0,737,406,352,1806,1512,8477,-191.0,0.39165237278444825,0.48433371083427706,0.24819071945508728,0.7518092805449127,0.43902439024390244
9,1610612745,Houston Rockets,82,43,39,0.524,3976.0,3170,6975,0.454,677,1843,0.367,1668,2083,0.801,962,2549,3511,1955,1110.0,581,371,449,1641,1754,8685,179.0,0.36733586543678787,0.4857755261106781,0.2642293906810036,0.7357706093189964,0.524390243902439
10,1610612754,Indiana Pacers,82,37,45,0.451,3956.0,3003,6787,0.442,585,1653,0.354,1592,2035,0.782,914,2657,3571,1611,1262.0,584,456,467,1782,1758,8183,-88.0,0.35390199637023595,0.4709777950915465,0.2435538529541771,0.7564461470458229,0.45121951219512196
11,1610612746,Los Angeles Clippers,82,32,50,0.39,3971.0,3015,6594,0.457,513,1519,0.338,1546,2187,0.707,955,2501,3456,1813,1343.0,585,402,404,1733,1811,8089,-257.0,0.3377221856484529,0.4930049261083744,0.23036093418259024,0.7696390658174098,0.3902439024390244
12,1610612747,Los Angeles Lakers,82,57,25,0.695,3966.0,3128,6757,0.463,524,1487,0.352,1541,1979,0.779,989,2616,3605,1801,1073.0,602,422,372,1555,1700,8321,501.0,0.3523873570948218,0.49411764705882355,0.22006807754920824,0.7799319224507918,0.6951219512195121
13,1610612763,Memphis Grizzlies,82,46,36,0.561,3976.0,3200,6801,0.471,309,926,0.334,1486,1981,0.75,970,2391,3361,1691,1145.0,771,441,505,1705,1754,8195,192.0,0.33369330453563717,0.4920851063829787,0.13615644758123804,0.863843552418762,0.5609756097560976
14,1610612748,Miami Heat,82,58,24,0.707,3956.0,3031,6301,0.481,547,1479,0.37,1760,2288,0.769,790,2666,3456,1639,1142.0,544,430,246,1674,1788,8369,612.0,0.3698444895199459,0.5151389464952302,0.2347246468814474,0.7652753531185527,0.7073170731707317
